Date,High,Low,Open,Close,Volume,Adj Close
2017-09-01,619.9500122070312,610.2000122070312,618.9000244140625,613.5,517606.0,605.2476806640625
2017-09-04,620.0,606.5,610.0,612.25,539333.0,604.0145874023438
2017-09-05,642.0,609.7000122070312,613.0,638.8499755859375,3636744.0,630.2566528320312
2017-09-06,651.0,635.0499877929688,636.9000244140625,640.7999877929688,3288264.0,632.1805419921875
2017-09-07,645.2000122070312,629.25,641.9000244140625,637.0,1507721.0,628.4315795898438
2017-09-08,646.0,631.0,645.0,633.4000244140625,1688468.0,624.8800659179688
2017-09-11,638.5999755859375,631.9000244140625,637.0,632.9500122070312,738301.0,624.4360961914062
2017-09-12,640.75,632.25,634.9000244140625,637.9000244140625,1102076.0,629.319580078125
2017-09-13,648.2999877929688,627.7000122070312,638.0,630.2999877929688,1346590.0,621.8216552734375
2017-09-14,636.9500122070312,628.3499755859375,630.5,633.5499877929688,703116.0,625.0280151367188
2017-09-15,633.2000122070312,622.6500244140625,629.9000244140625,632.1500244140625,1067596.0,623.6469116210938
2017-09-18,650.5,627.9500122070312,635.0999755859375,646.0999755859375,1409213.0,637.4091796875
2017-09-19,654.2000122070312,640.0,654.0499877929688,641.5499877929688,1232251.0,632.9203491210938
2017-09-20,645.9000244140625,628.3499755859375,640.0,630.7999877929688,1305505.0,622.3150024414062
2017-09-21,638.2000122070312,615.9000244140625,631.5999755859375,618.5499877929688,1388073.0,610.2297973632812
2017-09-22,617.5499877929688,600.0,617.5499877929688,602.2999877929688,982598.0,594.1984252929688
2017-09-25,611.4500122070312,584.7999877929688,603.7000122070312,602.1500244140625,1003871.0,594.0504150390625
2017-09-26,606.9000244140625,588.0499877929688,606.9000244140625,592.25,824136.0,584.2835693359375
2017-09-27,603.0,586.0499877929688,602.2999877929688,590.0,1073002.0,582.0638427734375
2017-09-28,591.0,571.0,591.0,575.6500244140625,1802129.0,567.9068603515625
2017-09-29,587.1500244140625,563.6500244140625,581.8499755859375,584.5499877929688,3138820.0,576.6871337890625
2017-10-03,601.7999877929688,588.0,588.0,600.0499877929688,1797702.0,591.9786376953125
2017-10-04,608.5,598.6500244140625,603.4500122070312,600.9000244140625,1262109.0,592.8172607421875
2017-10-05,603.75,594.2999877929688,602.9000244140625,595.75,656926.0,587.7364501953125
2017-10-06,604.9500122070312,594.9000244140625,599.9500122070312,596.5999755859375,911164.0,588.5750732421875
2017-10-09,630.4000244140625,612.5499877929688,620.0,616.1500244140625,2467158.0,607.8621215820312
2017-10-10,621.2999877929688,613.7000122070312,619.75,615.8499755859375,784162.0,607.5661010742188
2017-10-11,623.7000122070312,607.5999755859375,619.3499755859375,610.5999755859375,1166347.0,602.3866577148438
2017-10-12,626.5,607.8499755859375,615.0,623.4500122070312,2285154.0,615.0639038085938
2017-10-13,633.5,621.0,625.0,625.1500244140625,1652696.0,616.7410888671875
2017-10-16,631.0,622.0499877929688,622.0499877929688,627.4500122070312,730725.0,619.0100708007812
2017-10-17,631.9500122070312,624.0,630.9000244140625,625.75,707951.0,617.3328857421875
2017-10-18,626.7000122070312,611.0,625.7999877929688,612.9000244140625,789926.0,604.6558837890625
2017-10-19,614.9000244140625,601.0,614.0,606.9500122070312,162721.0,598.7858276367188
2017-10-23,607.9500122070312,594.9000244140625,601.5,604.0499877929688,930435.0,595.9248657226562
2017-10-24,611.4500122070312,600.0999755859375,604.0,606.0499877929688,538189.0,597.8978881835938
2017-10-25,613.25,589.3499755859375,610.0,590.75,1096069.0,582.8037719726562
2017-10-26,598.5499877929688,582.0999755859375,587.0,584.6500244140625,1708870.0,576.7857666015625
2017-10-27,592.0999755859375,583.5999755859375,586.0999755859375,590.0499877929688,1201819.0,582.1131591796875
2017-10-30,622.0,589.2000122070312,589.2000122070312,618.2999877929688,1375701.0,609.983154296875
2017-10-31,639.5,621.2999877929688,624.0,635.25,1884635.0,626.7051391601562
2017-11-01,643.1500244140625,634.5,640.0,637.4500122070312,966894.0,628.8756103515625
2017-11-02,661.7999877929688,635.0499877929688,635.0499877929688,655.1500244140625,1680690.0,646.3374633789062
2017-11-03,668.0,652.0,664.0,659.75,2416963.0,650.8756103515625
2017-11-06,824.6500244140625,725.7000122070312,725.7000122070312,783.7000122070312,21820434.0,773.1583251953125
2017-11-07,779.7999877929688,748.5,778.0,753.7999877929688,5830428.0,743.6605224609375
2017-11-08,761.4500122070312,738.9500122070312,757.5499877929688,743.2999877929688,2994196.0,733.3017578125
2017-11-09,779.7000122070312,740.2000122070312,740.2000122070312,777.9000244140625,5216016.0,767.4364013671875
2017-11-10,791.9000244140625,766.5999755859375,769.1500244140625,782.0499877929688,3225337.0,771.5304565429688
2017-11-13,790.5499877929688,762.2999877929688,780.0,765.0999755859375,1082635.0,754.8084716796875
2017-11-14,783.4500122070312,757.6500244140625,765.0,774.2999877929688,1514814.0,763.884765625
2017-11-15,778.5,745.0,745.0,771.0499877929688,1512882.0,760.6785278320312
2017-11-16,777.6500244140625,765.9000244140625,771.2000122070312,768.2999877929688,794968.0,757.9655151367188
2017-11-17,798.0,774.5,778.4000244140625,786.2999877929688,2404092.0,775.723388671875
2017-11-20,793.4000244140625,778.0,791.0999755859375,783.9500122070312,1244897.0,773.405029296875
2017-11-21,819.4500122070312,788.25,789.0,815.4500122070312,4969028.0,804.4812622070312
2017-11-22,827.0,810.1500244140625,820.0,813.1500244140625,4216518.0,802.2122802734375
2017-11-23,820.5,794.4500122070312,815.0,805.9000244140625,1689989.0,795.059814453125
2017-11-24,831.7999877929688,796.75,806.9500122070312,829.2999877929688,2744733.0,818.1449584960938
2017-11-27,838.9000244140625,825.2999877929688,838.9000244140625,832.5999755859375,3544024.0,821.4005737304688
2017-11-28,833.0,815.0,832.0,818.0999755859375,1748906.0,807.0955200195312
2017-11-29,828.4500122070312,813.0,820.0,818.0999755859375,1660305.0,807.0955200195312
2017-11-30,822.9000244140625,808.0999755859375,812.0,818.9000244140625,2808579.0,807.8848876953125
2017-12-01,825.7000122070312,798.5,821.0,805.25,1562677.0,794.4185180664062
2017-12-04,813.8499755859375,798.0,805.1500244140625,804.5499877929688,1291369.0,793.7279052734375
2017-12-05,810.0,786.5999755859375,808.75,792.5999755859375,1136767.0,781.9385986328125
2017-12-06,795.3499755859375,770.0,790.9500122070312,773.5999755859375,1742133.0,763.1941528320312
2017-12-07,807.0,773.5999755859375,775.0,800.5999755859375,2085106.0,789.8309936523438
2017-12-08,821.3499755859375,795.25,795.25,810.9500122070312,2844071.0,800.0418090820312
2017-12-11,824.9500122070312,811.0,813.0,820.5999755859375,1788914.0,809.5619506835938
2017-12-12,831.5999755859375,814.2000122070312,820.25,822.4000244140625,2325014.0,811.3377685546875
2017-12-13,844.25,811.8499755859375,821.5,818.9500122070312,3127944.0,807.9341430664062
2017-12-14,828.0,805.0999755859375,820.0,816.25,3020320.0,805.2704467773438
2017-12-15,836.0,818.5,826.25,832.8499755859375,2015120.0,821.647216796875
2017-12-18,846.3499755859375,802.0,830.0,840.0999755859375,1698653.0,828.7996826171875
2017-12-19,871.0,843.0999755859375,845.0,868.3499755859375,3308280.0,856.669677734375
2017-12-20,872.0,861.2999877929688,869.3499755859375,862.9500122070312,1105619.0,851.34228515625
2017-12-21,866.4500122070312,854.9500122070312,862.9000244140625,858.4500122070312,897152.0,846.9028930664062
2017-12-22,868.5999755859375,853.9000244140625,859.0,856.8499755859375,1381784.0,845.3244018554688
2017-12-26,863.9000244140625,852.5499877929688,857.0,854.7999877929688,1467917.0,843.3019409179688
2017-12-27,860.2000122070312,842.0,856.4000244140625,849.0499877929688,735296.0,837.6293334960938
2017-12-28,856.3499755859375,840.5999755859375,849.8499755859375,851.7000122070312,980277.0,840.24365234375
2017-12-29,863.75,851.4000244140625,854.5,858.1500244140625,1245513.0,846.60693359375
2018-01-01,862.0499877929688,851.0499877929688,857.7000122070312,852.4500122070312,472607.0,840.9835815429688
2018-01-02,858.4500122070312,840.5999755859375,854.0999755859375,845.1500244140625,1181949.0,833.7817993164062
2018-01-03,869.4000244140625,853.0,863.9000244140625,856.2999877929688,2606556.0,844.7817993164062
2018-01-04,897.4500122070312,853.0999755859375,864.4000244140625,892.9000244140625,3028931.0,880.8895263671875
2018-01-05,913.9500122070312,893.5,895.0,909.7000122070312,4036882.0,897.4635009765625
2018-01-08,930.0,906.75,911.0,926.0999755859375,2112170.0,913.6428833007812
2018-01-09,938.5,917.25,925.0,932.9500122070312,2419079.0,920.4007568359375
2018-01-10,935.4000244140625,911.9000244140625,932.5,917.5999755859375,1605433.0,905.2572021484375
2018-01-11,917.7000122070312,903.2999877929688,916.9000244140625,906.9000244140625,1597329.0,894.7011108398438
2018-01-12,917.4000244140625,892.4500122070312,906.0,903.7999877929688,1874518.0,891.6428833007812
2018-01-15,921.9000244140625,897.7000122070312,909.0,918.25,2195562.0,905.8984985351562
2018-01-16,927.5,882.5999755859375,927.0,889.4000244140625,2383484.0,877.4365844726562
2018-01-17,895.5499877929688,862.5,892.7999877929688,893.0999755859375,2553841.0,881.0867919921875
2018-01-18,903.5999755859375,875.0,897.75,885.8499755859375,1285534.0,873.934326171875
2018-01-19,897.5499877929688,879.0999755859375,879.0999755859375,891.4500122070312,1483177.0,879.458984375
2018-01-22,912.0,887.0999755859375,890.0,909.75,1495629.0,897.5128173828125
2018-01-23,914.7000122070312,898.2999877929688,910.7000122070312,905.7000122070312,1747166.0,893.5172729492188
2018-01-24,909.25,881.0,905.7000122070312,886.9000244140625,1109233.0,874.9701538085938
2018-01-25,905.2999877929688,876.75,882.0,884.0999755859375,3104669.0,872.2078247070312
2018-01-29,901.5,880.5,887.4000244140625,896.2000122070312,1151570.0,884.1450805664062
2018-01-30,911.5999755859375,878.3499755859375,899.25,884.1500244140625,2101888.0,872.2572021484375
2018-01-31,884.9500122070312,859.4000244140625,883.0,869.5499877929688,1431670.0,857.8535766601562
2018-02-01,879.0999755859375,812.75,877.5,831.0,6097492.0,819.8220825195312
2018-02-02,849.75,784.1500244140625,810.0,822.2000122070312,8088986.0,811.1405029296875
2018-02-05,816.75,795.2000122070312,810.0,802.2999877929688,3079541.0,791.5081176757812
2018-02-06,788.4000244140625,752.7000122070312,765.0,782.6500244140625,3188895.0,772.1224975585938
2018-02-07,801.0,780.0,785.0,783.6500244140625,2686877.0,773.1090087890625
2018-02-08,808.9000244140625,780.7999877929688,785.0999755859375,800.75,2219546.0,789.97900390625
2018-02-09,804.0,783.0499877929688,790.0999755859375,796.7999877929688,1564899.0,786.0820922851562
2018-02-12,812.7999877929688,796.5499877929688,803.0,809.0499877929688,2067452.0,798.1672973632812
2018-02-14,825.9000244140625,809.0999755859375,814.0,813.7000122070312,2154852.0,802.7548217773438
2018-02-15,823.2999877929688,800.0,822.7000122070312,814.8499755859375,2225089.0,803.8892822265625
2018-02-16,826.9000244140625,798.6500244140625,820.0,803.2000122070312,1698333.0,792.3960571289062
2018-02-19,809.0,790.0,805.0,803.9500122070312,1699508.0,793.135986328125
2018-02-20,837.9000244140625,797.6500244140625,803.9500122070312,832.25,3881439.0,821.0552978515625
2018-02-21,841.5,818.75,837.9500122070312,822.9000244140625,2067029.0,811.8311157226562
2018-02-22,836.0,814.0499877929688,825.0,817.5,3244314.0,806.5037231445312
2018-02-23,823.5999755859375,810.25,822.2000122070312,814.2000122070312,2446637.0,803.248046875
2018-02-26,823.3499755859375,805.0,819.9500122070312,819.7000122070312,2438241.0,808.6741333007812
2018-02-27,835.7000122070312,819.25,825.0,822.5999755859375,2089446.0,811.5350341796875
2018-02-28,825.9000244140625,810.4000244140625,819.7999877929688,816.1500244140625,1583674.0,805.171875
2018-03-01,822.2999877929688,808.0,814.0,810.2000122070312,975986.0,799.3018798828125
2018-03-05,814.8499755859375,801.0,810.0,808.9000244140625,1262568.0,798.0193481445312
2018-03-06,823.2000122070312,799.0499877929688,812.5,807.6500244140625,1358775.0,796.7861938476562
2018-03-07,820.0999755859375,800.2000122070312,806.0,814.8499755859375,1826249.0,803.8892822265625
2018-03-08,822.2999877929688,808.0499877929688,820.0,817.7000122070312,1109489.0,806.7010498046875
2018-03-09,827.5999755859375,815.5,820.0,819.0999755859375,1061685.0,808.0821533203125
2018-03-12,831.5999755859375,822.4000244140625,824.0,829.0999755859375,1033715.0,817.9476318359375
2018-03-13,860.0,830.0,836.0,851.9500122070312,2754435.0,840.4902954101562
2018-03-14,867.8499755859375,849.9500122070312,851.0,865.0,1889040.0,853.36474609375
2018-03-15,875.75,860.0,864.9000244140625,872.5,2486538.0,860.7638549804688
2018-03-16,883.4000244140625,862.0999755859375,879.0,879.25,2538310.0,867.423095703125
2018-03-19,891.8499755859375,864.0,879.7000122070312,869.0,2536517.0,857.3109741210938
2018-03-20,880.0,860.0999755859375,867.0,871.75,1985478.0,860.02392578125
2018-03-21,884.7000122070312,869.5999755859375,875.0,872.25,1859947.0,860.5172119140625
2018-03-22,892.0,872.25,873.0,887.5499877929688,3186401.0,875.6113891601562
2018-03-23,900.0,872.8499755859375,874.0999755859375,895.0499877929688,4132765.0,883.0105590820312
2018-03-26,949.7999877929688,896.4500122070312,896.4500122070312,939.0499877929688,5918775.0,926.418701171875
2018-03-27,949.5,932.3499755859375,948.4500122070312,942.4000244140625,2756923.0,929.7236328125
2018-03-28,964.0,918.0,938.2000122070312,942.2999877929688,11431588.0,929.625
2018-04-02,948.5,926.2999877929688,943.0999755859375,944.0999755859375,2764385.0,931.4007568359375
2018-04-03,951.7000122070312,924.5499877929688,944.9000244140625,931.9500122070312,2454365.0,919.4142456054688
2018-04-04,939.7000122070312,902.0,939.7000122070312,904.3499755859375,2930774.0,892.1854248046875
2018-04-05,924.0,902.6500244140625,915.0,920.0499877929688,4148653.0,907.6742553710938
2018-04-06,946.0,908.0499877929688,922.0,940.2999877929688,2819200.0,927.65185546875
2018-04-09,971.7999877929688,947.0499877929688,950.0,960.6500244140625,5116819.0,947.7282104492188
2018-04-10,968.9000244140625,953.0999755859375,964.8499755859375,962.25,2434826.0,949.306640625
2018-04-11,981.4000244140625,958.0999755859375,967.0,979.9500122070312,3452488.0,966.7686157226562
2018-04-12,993.0,971.3499755859375,982.25,976.0499877929688,4379096.0,962.9210205078125
2018-04-13,994.7999877929688,980.5,986.0499877929688,987.1500244140625,3311755.0,973.8717041015625
2018-04-16,991.9000244140625,973.2999877929688,986.0,980.5,2247785.0,967.3111572265625
2018-04-17,999.0,974.0999755859375,985.0,997.5999755859375,2983704.0,984.18115234375
2018-04-18,999.7000122070312,975.0999755859375,999.7000122070312,977.0999755859375,2621345.0,963.9568481445312
2018-04-19,983.0,949.2000122070312,978.5,952.75,3347181.0,939.9343872070312
2018-04-20,965.4000244140625,947.0499877929688,950.0,956.5499877929688,2201052.0,943.6832885742188
2018-04-23,973.2000122070312,948.5999755859375,960.0,962.9500122070312,2295872.0,949.9971923828125
2018-04-24,971.2999877929688,954.25,966.0,961.9500122070312,1473491.0,949.0106201171875
2018-04-25,968.0,955.0999755859375,961.75,960.8499755859375,1385599.0,947.9254760742188
2018-04-26,972.4500122070312,955.0,963.5,969.5,1859223.0,956.4591064453125
2018-04-27,978.0,963.5999755859375,972.0,970.0,1049687.0,956.952392578125
2018-04-30,984.9000244140625,968.0,970.5,981.7999877929688,1083840.0,968.5936889648438
2018-05-02,985.4500122070312,960.4000244140625,981.9500122070312,964.5,1027474.0,951.5263671875
2018-05-03,977.75,951.0,964.7999877929688,959.3499755859375,1585290.0,946.4456176757812
2018-05-04,966.0,952.3499755859375,961.0,958.0999755859375,958663.0,945.21240234375
2018-05-07,980.9000244140625,957.2999877929688,962.0,968.9500122070312,1987395.0,955.91650390625
2018-05-08,978.9500122070312,963.0,978.9500122070312,968.0999755859375,1979745.0,955.0779418945312
2018-05-09,995.5999755859375,971.0,974.9000244140625,985.7000122070312,4201827.0,972.4412231445312
2018-05-10,993.8499755859375,965.5499877929688,991.4000244140625,973.0999755859375,3434978.0,960.0106811523438
2018-05-11,991.8499755859375,952.0,990.0,956.0499877929688,5712581.0,943.1900024414062
2018-05-14,962.0,917.0499877929688,960.0,920.0,3754208.0,907.6248779296875
2018-05-15,944.4500122070312,909.25,925.0,931.0,3154028.0,918.4769897460938
2018-05-16,939.5,915.8499755859375,928.0,931.1500244140625,1923381.0,918.6249389648438
2018-05-17,949.0,927.7000122070312,935.8499755859375,936.5,2895005.0,923.9030151367188
2018-05-18,945.8499755859375,930.2999877929688,937.0,939.9500122070312,2574768.0,927.3065795898438
2018-05-21,944.5,912.75,940.5999755859375,915.25,1233987.0,902.9388427734375
2018-05-22,930.8499755859375,904.0499877929688,915.0,914.2000122070312,2086584.0,901.9030151367188
2018-05-23,923.0,908.0999755859375,914.2000122070312,920.0999755859375,1938630.0,907.7235717773438
2018-05-24,926.7999877929688,913.9500122070312,923.0,921.2999877929688,1209456.0,908.9074096679688
2018-05-25,938.5999755859375,915.0999755859375,923.3499755859375,924.4000244140625,1700500.0,911.9658203125
2018-05-28,935.5999755859375,917.5,928.0,928.9000244140625,1139544.0,916.4052734375
2018-05-29,930.5,912.0,929.0,914.5,999806.0,902.198974609375
2018-05-30,919.0,897.2000122070312,906.0,913.5999755859375,1911011.0,901.3109741210938
2018-05-31,924.0,890.1500244140625,918.7000122070312,900.0999755859375,4903734.0,887.9925537109375
